Language,Family Name,Notes,Blazon
English,CREKE,CREKE.,"Sable, a hand proper holding a fleur-de-lis and vested in a maunch issuing from the dexter side of the shield or"
English,CRESWELL,"CRESWELL, co. Northampton. [Confirmed to Robert Cresswell 31 Elizabeth.]","Azure, three plates, each chargeed with a squirrel gules, cracking a nut or"
English,CRIELLE,"CRIELLE, Kent.","Argent, two chevrons and a quarter gules"
English,CRISPIN,"CRISPIN, co. Lincoln.",Bendy barry argent and gules
English,CROFT,CROFT of Dalton.,Lozengy argent and sable
English,CROFT,"CROFT, co. York.",Quarterly indented erminois and gules; in the first quarter a lion passant guardant gules
English,CROFT,"Herbert CROFT, Bishop of Hereford, 1662-91.","Quarterly, per fesse indented azure and argent, in first quarter a lion passant gardant or"
English,CROFTS,"CROFTS, co. Lancaster.","Bendy lozengy, argent and sable"
English,CROKEYN DOWDALL MILBORNE SIBBALD,"CROKEYN, Ireland; DOWDALL, MILBORNE, SIBBALD, Balgony, Scotland.","Argent, a cross moline quarter-pierced gules"
English,CROME,"CROME, London.","Lozengy, gules and or"
English,CROMER,CROMER.,"Gules, three pieces of masts couped, with the tops argent two and one"
English,CROMIE,"CROMIE, Ireland.","Argent, a pale bretessed sable cotised; three torteaux in pale on each side"
English,CROMWELL,CROMWELL.,"Ermine, in a fesse gules, three cronels or"
English,CRONE,CRONE.,"Fusilly, gules and or"
English,CROONE,"CROONE, London.",Paly bendy or and gules
English,CROSBY,CROSBY.,"Per chevron argent and sable, three gouttes counterchanged"
English,CROSLAND,CROSLAND.,"Quarterly argent and gules, a cross botonny counterchanged"
English,CROSS CROSS,"CROSS, quartered by Starkey, CROSS, Wrembury Hall, co. Chester.","Quarterly ermine and gules, in the dexter chief a cross croslet of the second, in the sinister base a plummet sable"
English,CROSS,CROSS.,"Argent, on a raven, wings endorsed proper between four cross crosslets fitchy, one, two and one, anther gules"
English,CROSSE,CROSSE.,"Argent, on a bend sable between two crabs of the second a cross crosslet of the first"
English,CROSSLEY,"CROSSLEY, Ireland, 1725.","Per chevron or and vert, in base on a hind trippant, argent, a cross tau, and in chief a cross tau between two crosses patonce fitchy gules"
English,CROUMWELL,CROUMWELL.,"Gules, six annulets or, three, two, and one, within a bordure engrailed compony argent and azure"
English,CROW,"CROW, Suffolk.","Gules, a chevron between three cocks crowing argent"
English,CROWCHE,CROWCHE.,"Argent, on a pale voided engrailed counter engrailed three crosses patty, all within a bordure sable"
English,CROWCHER,CROWCHER.,"Argent, a cross potent crossed sable"
English,CROWLAND ABBEY,"CROWLAND, Benedictine ABBEY, co. Lincoln.","Quarterly first and fourth gules, three knives erect in fesse argent handles or, second and third azure, three scourges erect in fesse or with three lashes to each"
English,CROWMER,CROWMER.,"Argent, a chevron between three rooks volant sable"
English,CROXTON,"CROXTON, co. Chester.","Argent, on a fesse azure between three crosses crosslet fitchy sable, two tuns or"
English,CRUSE,"CRUSE, Devon.","Azure, a bend indented point in point or and gules between six escallops of the second"
English,CUGLER,"CUGLER, Hertfordshire.","Per pale embattled gules and azure an arrow in bend or, barbed and feathered argent, point upward"
English,CULCHETH,"CULCHETH, Lancaster.","Azure, an eagle preyant sable upon a child swaddled gules"
English,CULCHETH,CULCHETH.,"Argent, an eagle preyant sable, upon a child swaddled gules"
English,CULLIFORD,"CULLIFORD, co. Dorset.","Argent, a fesse between three nags passant sable"
English,CULROSS,"Burgh of CULROSS, Scotland.","Azure, a perspective view of the church of S.Servanus, shewing the south side, in which there is a gate, with a window on each side; the top of the west end[!] of the church ensigned with a passion cross; in the west end another gate, and two windows over it and one window over the two last; a square steeple terminating the building towards the east[!], above the battlements of which is a cupola ensigned with a ball on the top of a rod, all argent masoned sable"
English,CUMING,"CUMING, Moray, temp. James V.","Azure, three garbs or with a strawberry leaf in the centre"
English,CUNNINGHAM,"CUNNINGHAM, Glengarnock.","Argent, a shake-fork sable charged with a cinquefoil of the first"
English,CUNNINGHAM,CUNNINGHAM.,"Argent, a pale furche between two cotises sable"
English,CUNNINGHAM,CUNNINGHAM.,"Argent, a shake-fork sable"
English,CUNNINGHAME,"CUNNINGHAME, Scotland.","Argent, a bishop's pall sable; in chief a stag's head erased gules"
English,CUNNINGHAME,"CUNNINGHAME, Scotland.","Argent, a pale furche, between two cotices sable"
English,CURBELLIO,"Arms assigned to William de CURBELLIO, Abp. of Canterbury, 1123-36.","Azure, a bend wavy in the sinister chief a cross coupy argent"
English,CURRIERS,CURRIERS' Company[incorporated 1605].,"Azure, a cross engrailed or between four pairs of currier's shaves in saltire argent, handles of the second"
English,CURTEYS,"Richard CURTEYS, Bp. of Chichester, 1570-82.","Or, two pallets azure; surtout on a fesse checky azure and sable three martletts or"
English,CURTIS,"CURTIS, co. Hants. [Baronetcy 1784.]","Per fesse wavy argent and sable; in base three fleurs-de-lis argent; in chief the Rock of Gibraltar surrounded by fortifications and the sea proper; on a canton gules a sword erect proper, hilt and pomel or, entwined with a palm branch"
English,CURTIS,"CURTIS[Lord Mayor of London, 1796].","Paly of six or and azure, a fesse chequy argent and sable, on a canton gules a dragon's wing erect of the third, in base a sword proper, pomel and hilt gold, surmounting a silver key in saltire"
English,CUSTANCE,CUSTANCE.,"Or, a rustre sable"
English,CUTCLIFFE,"CUTCLIFFE, Ilfracombe, co. Devon.","Gules, three pruning-hooks, blades argent, handles or"
English,CUTLERS COMPANY,"CUTLERS' COMPANY, [Incorporated 1417; arms granted 1476].","Gules, three pairs of swords in saltire argent, hilts and pomels or, viz. two pairs in chief and one pair in base"
English,DABRICHECOURT RIC II,"John de DABRICHECOURT, Roll, temp. RIC. II.","Ermine, on three bars humetty gules, nine escallops or three, three, and three"
English,DACRE,DACRE. And it will be observed that the scallop shell is repeated in the badge.,"Gules, three escallops or"
English,DAISIE,"DAISIE, Scotland.","Argent, three daisies gules, stalked and leaved vert"
English,DAKECOMBE DAKEHAM,"DAKECOMBE, or DAKEHAM, Linc. and Salop. [Originally of Stepleton, Dorset.]","Gules, three spires argent, on each a ball and cross or"
English,DALBIAC,"DALBIAC, Bedford.","Per chief gules and or, in base an olive-tree eradicated and fructed proper, in chief the head and fore-legs of a crocodile issuant proper"
English,DALE,"DALE, co. Northumberland.","Gules, a swan, wings expanded argent"
English,DALSTON,"DALSTON, Westminster.","Argent, a chevron between three daw's heads erased sable beaked or"
English,DALTON,DALTON.,"Argent, a cross azure between three ring-doves vert beaked and legged gules"
English,DALZELL,"DALZELL, Earl of Carnwath.","Sable, a naked man with arms extended proper"
English,DALZIEL,DALZIEL.,"Sable, a naked man hanging on a gallows proper"
English,DAMAN,DAMAN.,"Argent, a tower flanked by a wall and two turrets gules"
English,DAMBOYS,DAMBOYS.,"Paly of six, or and gules, a jaw-bone in pale azure"
English,DAMMANT,DAMMANT.,"Sable, a turnip leaved proper; a chief or, goutty de poix"
English,DAMPIER,"Thomas DAMPIER, Bp. of Rochester, 1802; of Ely, 1808-12.","Or, a lion rampant sable; on a chief gules a label of five points argent"
English,DAMPORT,DAMPORT.,"Azure, two spades or"
English,DANCASTER,"DANCASTER, co. Berks, granted 1556.","Azure, a fire-ball or flamed proper"
English,DANCYE,"DANCYE, Lancaster.","Argent, a cockatrice azure, combed, beaked, wattled, and membered gules"
English,DANIEL,"DANIEL, co. Chester.","Argent, a pale fusilly sable"
English,DANIEL,"DANIEL, co. York.","Azure, a pale engrailed sable"
English,DANIELL,"DANIELL, Truro, Cornwall.","Per fesse ermine and sable, in base a panther passant of the first, in chief two mascles of the second"
English,DANIELS,"DANIELS, Lymington, co. Hants.","Per fesse ermine and sable a heraldic tiger argent, in chief two mascles of the second"
English,DANIELS,DANIELS.,"Argent, six fusils in pale sable"
English,DANSKINE,"DANSKINE, Scotland.","Or, a hog lying fesswise, a raven feeding on his back sable"
English,DANSKINE,"DANSKINE, Scotland.","Or, a hog lying fesswise, a raven feeding on his back sable"
English,DANVERS,"DANVERS, Northamp.","Gules, a chevron between three mullets of six points, pierced, or"
English,DARBY,"DARBY, Walton, co. Leicester.","Argent, a fesse between three sinister wings sable"
English,DARDAS,DARDAS.,"Argent, a chevron between three spindles of silk sable"
English,DARELL,DARELL.,"Argent, three cinquefoils gules"
English,DARKER,"DARKER, London.","Argent, on three mounts vert as many hop-poles sustaining their fruit proper[otherwise as many hop-vines with their poles proper]"
English,DARLING,DARLING.,"Per fesse embattled azure and gules, in chief a lion passant argent, in base two faulchions in saltire blades of the third, hilts and pomels or, on a canton ermine a mural crown or, and suspended therefrom by a ribbon gules edged azure, the Corunna medal gold"
English,DAROCH,DAROCH.,"Argent, a three masted ship under sail in sea proper between three oak-trees eradicated and fructed of the last"
English,DARWELL,DARWELL.,"Argent, three anchors sable in pale between two palets vert; a chief gules"
English,DASTURES DESTURES,DASTURES[or DESTURES].,"Gules, a moon increscent or"
English,DATELING,DATELING.,"Or, six lions[or lioncels] salient sable"
English,DAUBENE,DAUBENE.,"Argent, five fusils conjoined in fesse gules, in chief two martletts respecting each other"
English,DAUNEY,DAUNEY.,"Argent, a dragon rampant sable"
English,DAUNT,DAUNT.,"Sable, three beacons with ladders or, fired proper"
English,DAVENEY,"DAVENEY, Norfolk.","Argent, a chevron sable between three nun's heads veiled couped at the shoulders proper"
English,DAVERPORT,DAVERPORT.,"Azure, three half-spades or, the side of each spade to the sinister"
English,DAVET,DAVET.,"Argent, a wyvern passant azure"
English,DAVIES,"DAVIES, Bp. of S.Asaph, 1560; afterwards of S.David's, 1561-81.","Party per pale argent and gules, three pelican's heads in piety counterchanged; on a chief azure three fleurs-de-lys or"
English,DAVIES,"DAVIES, Hope, Co. Montgomery.","Sable, a goat argent, attired or, standing on a child proper, swaddled gules, and feeding on a tree vert"
English,DAVIS,"DAVIS, Bristol.","Gules, a chevron ermine between in chief two mounds and in base a talbot passant or"
English,DAVIS,DAVIS.,"Per bend sinister ermine and ermines, a lion rampant reguardant erminois; on a chief azure three mullets of six points argent"
English,DAVOREN,"O'DAVOREN, Ireland.","Argent, a sword erect, point upwards; from the blade issuing drops of blood"
English,DAWSON,"DAWSON, Newcastle.","Azure, on a bend engrailed argent three daws proper"
English,DAY MS,"George DAY, Bp. of Chichester, 1543[Harl. MS. 1116].","Quarterly, argent and gules, on a cross between four half roses, a daisy counterchanged, stalked vert"
English,DAY,"DAY, co. Derby.","Gules, two flaunches ermine on a chief azure a sun between two moons or"
English,DAY,"George DAY, Bp. of Chichester, 1543-51 and 1554-56.","Party per chevron or and azure, three mullets counterchanged"
English,DAYNES,"DAYNES, Devon.","Sable, three Danish axes argent"
English,DE BUCKTON,DE BUCKTON.,"Argent, a goat rampant sable, the head and part of the neck of the first armed vert"
English,DE BURGO,"DE BURGO, Bp. of Llandaff, 1244-53.","Gules, seven lozenges conjoined vaire, three, three, and one"
English,DE COSTA,DE COSTA.,Or three broken shank-bones fesswise in pale gules
English,DE COSTELLO,"H. DE COSTELLO, Bp. of Hereford, 1504.","Argent, three bendlets crenelle sable"
English,DE FONTIBUS,"DE FONTIBUS, Bp. of Ely, 1220-25.","Azure, the sun and full moon in chief, and the seven stars in orbicular form[?] in base, all or"
English,DE HISPANIA,DE HISPANIA.,Quarterly vert and or a couped baston of the second
English,DE LA CHAMBRE,"DE LA CHAMBRE, Radmill, Sussex.","Argent, a chevron ermine fimbriated sable, between three chamber-pieces of the last fired proper"
English,DE LA FORDE,"DE LA FORDE, Iver, co. Bucks.","Argent, a greyhound salient party per long sable and of the first"
English,DE LA MARE,"DE LA MARE, Abbot of Peterborough.","Azure, three breams bendwise, 2 and 1, or"
English,DE LA MARE,"DE LA MARE, Fisherton, Wilts.","Gules, three breams haurient argent"
English,DE LA MAYNE,DE LA MAYNE.,"Or, three crosses gules"
English,DE LA MOTTE,DE LA MOTTE.,"Argent, on a mount vert a lion rampant looking to the sinister gules supporting an orange tree leaved and fructed proper"
English,DE LA POLE,"DE LA POLE, Earl of Suffolk.","Azure, a fesse between three leopard's faces or"
English,DE LA ROCHE VIII,"Seal of Thomas Lord DE LA ROCHE affixed to the Barons' letter to Pope Boniface VIII., 1301.","Gules, three roach naiant in pale argent"
English,DE LA TOUR,"Gilbert DE LA TOUR, Dorset.","Azure, a tower[otherwise with a cupola] argent, embattled and domed, the port gules"
English,DE LA VALE,Sir Robert DE LA VALE.,"Sable, a spear-head between three scaling-ladders erect argent"
English,DE LA WARR,Badge of Earl DE LA WARR.,"A crampet or, the inside per pale azure and gules, charged with the letter r of the first"
English,DE LA WYCH,"Richard DE LA WYCH, Bp. of Chichester, 1245-53.","Gules, a cross between four covered cups argent"
English,DE LAUZON,"DE LAUZON, Poitou.","Azure, three serpents, each encircled, their tails in their mouths argent[in French blazon, 'D'azur, a trois serpents d'argent arrondis se mordant la queue, posees 2 et 1']"
English,DE MOLINE,"DE MOLINE, Ambassador from the Doge of Venice, temp. King James.","Azure, a wheel of a watermill or; on a canton of augmentation the royal badge of England and Scotland, viz. the rose and thistle conjoined palewise proper"
English,DE QUINCY,"Roger DE QUINCY, Earl of Winton.","Gules, seven mascles conjoined, 3, 3, 1, or"
English,DE SALIS,Count DE SALIS.,"Or, a salix proper[quarterly with the arms of Fane, andc.]"
English,DE TOUR,"DE TOUR, Shrewsbury.","Sable, three high towers argent"
English,DE VERTHON,DE VERTHON.,"Azure, on a fesse argent a bee volant arriere sable"
English,DE ZEDDES,DE ZEDDES.,"Or, a capital Z gules"
English,DEALE,DEALE.,"Barry of six argent and gules, on a canton as the first a column sable"
